,question,answer,context
1350,How many actions does it take to process the onion?,2,"heat a large frying pan with the olive oil . add the onions , sliced mushrooms and garlic to saute on medium heat . when the onions are transparent and the garlic fragrant , add the tomatoes to saute until the tomatoes are soft . this will only take a few minutes . leave the heat on low . remove the pan from the heat , then add the fresh spinach and toss . prepare the spaghetti as directed . when the spaghetti is done , lift out of the water , into the pan with the spinach and tomatoes . drizzle a little olive over the spaghetti and grated cheese . "
1351,How many actions does it take to process the garlic?,2,"heat a large frying pan with the olive oil . add the onions , sliced mushrooms and garlic to saute on medium heat . when the onions are transparent and the garlic fragrant , add the tomatoes to saute until the tomatoes are soft . this will only take a few minutes . leave the heat on low . remove the pan from the heat , then add the fresh spinach and toss . prepare the spaghetti as directed . when the spaghetti is done , lift out of the water , into the pan with the spinach and tomatoes . drizzle a little olive over the spaghetti and grated cheese . "
1352,How many times is the cup used?,2,"preheat oven to 350 f. mix the first 3 , dry , ingredients . fold in the beaten egg , peanut butter and maple syrup . roll dough into balls . f latten with a cup dipped in orange vanilla sugar and then mark with a fork dipped in the same sugar . bake for 10 - 12 minutes depending on how browned you like them . "
1353,How many actions does it take to process the peanut butter?,1,"preheat oven to 350 f. mix the first 3 , dry , ingredients . fold in the beaten egg , peanut butter and maple syrup . roll dough into balls . f latten with a cup dipped in orange vanilla sugar and then mark with a fork dipped in the same sugar . bake for 10 - 12 minutes depending on how browned you like them . "
1354,How many times is the broiler used?,3,"for the bechamel cream melt butter in a saucepan . add the flour and stir together until smoothly blended . add milk gradually and whisk constantly until a blended and no lumps are formed . season with nutmeg , salt , and pepper for the croque monsieur butter the slices of bread and fill with layers gruyere cheese and ham . on a skillet over medium heat add a dot of butter ( or butter the bread ) and place the croque monsieur over it and brown lightly both sides . warm the broiler . place the croque monsieur on a cookie sheet , top with bechamel cream , and some more gruyere cheese . broil until the cheese melts and gets a golden color . "
1355,How many actions does it take to process the salt?,1,"for the bechamel cream melt butter in a saucepan . add the flour and stir together until smoothly blended . add milk gradually and whisk constantly until a blended and no lumps are formed . season with nutmeg , salt , and pepper for the croque monsieur butter the slices of bread and fill with layers gruyere cheese and ham . on a skillet over medium heat add a dot of butter ( or butter the bread ) and place the croque monsieur over it and brown lightly both sides . warm the broiler . place the croque monsieur on a cookie sheet , top with bechamel cream , and some more gruyere cheese . broil until the cheese melts and gets a golden color . "
1356,How many actions does it take to process the nutmeg?,1,"for the bechamel cream melt butter in a saucepan . add the flour and stir together until smoothly blended . add milk gradually and whisk constantly until a blended and no lumps are formed . season with nutmeg , salt , and pepper for the croque monsieur butter the slices of bread and fill with layers gruyere cheese and ham . on a skillet over medium heat add a dot of butter ( or butter the bread ) and place the croque monsieur over it and brown lightly both sides . warm the broiler . place the croque monsieur on a cookie sheet , top with bechamel cream , and some more gruyere cheese . broil until the cheese melts and gets a golden color . "
1357,How many actions does it take to process the chopped cooked bacon?,1,"preheat oven to 400 degrees . heat your pizza stone , ( you have one , do n't you ? ) for twenty minutes while the stone is heating , make your toppings . in a tbsp of the olive oil , sweat the red onion slivers and minced garlic until fragrant . when the stone is super hot , top with prepared pizza crust , spread with the light alfredo sauce within 1/2 inch of the edge , sprinkle with chopped cooked bacon , sprinkle with clams , top with cooked slivered onion and garlic . brush edge of crust with reserved oil . cover pizza with the cheeses , sprinkle with red pepper flakes and parsley . bake 15 minutes until hot and bubbly . "
1358,How many actions does it take to process the olive oil?,1,"preheat oven to 400 degrees . heat your pizza stone , ( you have one , do n't you ? ) for twenty minutes while the stone is heating , make your toppings . in a tbsp of the olive oil , sweat the red onion slivers and minced garlic until fragrant . when the stone is super hot , top with prepared pizza crust , spread with the light alfredo sauce within 1/2 inch of the edge , sprinkle with chopped cooked bacon , sprinkle with clams , top with cooked slivered onion and garlic . brush edge of crust with reserved oil . cover pizza with the cheeses , sprinkle with red pepper flakes and parsley . bake 15 minutes until hot and bubbly . "
1359,How many actions does it take to process the meat?,1,"grind the spices together and mix with the meat and onion . make a stiff dough by adding enough cold water to the flour and knead . divide the dough into small balls and roll out into thin rounds about 3 1/2 inches in diameter . put a teaspoon of the filling in the center of the round and fold the dough over . pleat or pinch to make a half moon shape , or gather pleats together to make a round shape . place formed momos in a bamboo or metal steamer that has been sprayed or wiped with oil . steam covered over boiling water l0 - 15 minutes . "
1360,How many times is the grinder used?,1,"grind the spices together and mix with the meat and onion . make a stiff dough by adding enough cold water to the flour and knead . divide the dough into small balls and roll out into thin rounds about 3 1/2 inches in diameter . put a teaspoon of the filling in the center of the round and fold the dough over . pleat or pinch to make a half moon shape , or gather pleats together to make a round shape . place formed momos in a bamboo or metal steamer that has been sprayed or wiped with oil . steam covered over boiling water l0 - 15 minutes . "
1361,How many actions does it take to process the sour cream?,2,"prepare a medium - hot grill and lightly spray with nonfat cooking spray . lightly spray a small saucepan with nonfat cooking spray ; add chile and salsa to pan and place on grill . cook chile , stirring constantly , 5 - 10 minutes until thoroughly heated ; remove from heat and keep warm . place tortillas on grill and cook 1 - 3 minutes , turning 2 - 3 times , just until soft and warm . remove tortillas from grill ; top each tortilla * with chile , 1/4 cup cheese and 1 tablespoon sour cream , if desired . roll tortilla up and serve with additional salsa , or wrap in foil and grill 1 - 2 minutes , until cheese is melted . "
1362,How many actions does it take to process the cheese?,2,"prepare a medium - hot grill and lightly spray with nonfat cooking spray . lightly spray a small saucepan with nonfat cooking spray ; add chile and salsa to pan and place on grill . cook chile , stirring constantly , 5 - 10 minutes until thoroughly heated ; remove from heat and keep warm . place tortillas on grill and cook 1 - 3 minutes , turning 2 - 3 times , just until soft and warm . remove tortillas from grill ; top each tortilla * with chile , 1/4 cup cheese and 1 tablespoon sour cream , if desired . roll tortilla up and serve with additional salsa , or wrap in foil and grill 1 - 2 minutes , until cheese is melted . "
1363,How many actions does it take to process the american cheese?,1,"combine pickled vegetables , green olives , ripe olives , olive oil and garlic in medium bowl ; mix well . set aside . cut bread in half horizontally ; remove bread in center , leaving 1/2-inch thick bread shells . divide olive mixture between bread shells ; press firmly . layer bottom bread shell with turkey , american cheese , salami and provolone cheese . carefully top with remaining bread shell . wrap tightly in plastic food wrap ; refrigerate at least 2 hours or overnight . to serve , secure with toothpicks . cut into wedges . "
1364,How many times is the refrigerator used?,1,"combine pickled vegetables , green olives , ripe olives , olive oil and garlic in medium bowl ; mix well . set aside . cut bread in half horizontally ; remove bread in center , leaving 1/2-inch thick bread shells . divide olive mixture between bread shells ; press firmly . layer bottom bread shell with turkey , american cheese , salami and provolone cheese . carefully top with remaining bread shell . wrap tightly in plastic food wrap ; refrigerate at least 2 hours or overnight . to serve , secure with toothpicks . cut into wedges . "
1365,How many times is the knife used?,2,"combine pickled vegetables , green olives , ripe olives , olive oil and garlic in medium bowl ; mix well . set aside . cut bread in half horizontally ; remove bread in center , leaving 1/2-inch thick bread shells . divide olive mixture between bread shells ; press firmly . layer bottom bread shell with turkey , american cheese , salami and provolone cheese . carefully top with remaining bread shell . wrap tightly in plastic food wrap ; refrigerate at least 2 hours or overnight . to serve , secure with toothpicks . cut into wedges . "
1366,How many actions does it take to process the turkey?,1,"combine pickled vegetables , green olives , ripe olives , olive oil and garlic in medium bowl ; mix well . set aside . cut bread in half horizontally ; remove bread in center , leaving 1/2-inch thick bread shells . divide olive mixture between bread shells ; press firmly . layer bottom bread shell with turkey , american cheese , salami and provolone cheese . carefully top with remaining bread shell . wrap tightly in plastic food wrap ; refrigerate at least 2 hours or overnight . to serve , secure with toothpicks . cut into wedges . "
1367,How many actions does it take to process the dry ingredient?,2,mix sugar and eggs thoroughly . mix dry ingredients and add to sugar mixture . chill . form into balls and roll into mixture of sugar and cinnamon or add chocolate chips . press balls with hand . bake at 375 degf for 8 - 10 minutes . 
1368,How many actions does it take to process the chocolate chip?,1,mix sugar and eggs thoroughly . mix dry ingredients and add to sugar mixture . chill . form into balls and roll into mixture of sugar and cinnamon or add chocolate chips . press balls with hand . bake at 375 degf for 8 - 10 minutes . 
1369,How many actions does it take to process the chopped onion?,1,"heat a large frying pan with a drizzle of olive oil . place the chopped onion and garlic in the pan to saute . when the onion softens add the creamed spinach to thaw . in a large bowl combine two of the eggs , bread crumbs , crumbled feta cheese and the cooked rice . mix these ingredients together . add the sauteed spinach , onion and garlic to the bowl . place the flour in a shallow bowl and the egg plus a splash of water in another shallow bowl . form the spinach and rice mixture into patties . coat the patty dipping first in the flour and then the egg wash and back in the flour . heat a frying pan with about one inch of vegetable oil for frying the patties . carefully place the patties in the hot oil . when the patties are a beautiful golden color on one side , carefully turn them . place on a paper towel to absorb any excess oil . "
1370,How many times is the paper towel used?,2,"heat a large frying pan with a drizzle of olive oil . place the chopped onion and garlic in the pan to saute . when the onion softens add the creamed spinach to thaw . in a large bowl combine two of the eggs , bread crumbs , crumbled feta cheese and the cooked rice . mix these ingredients together . add the sauteed spinach , onion and garlic to the bowl . place the flour in a shallow bowl and the egg plus a splash of water in another shallow bowl . form the spinach and rice mixture into patties . coat the patty dipping first in the flour and then the egg wash and back in the flour . heat a frying pan with about one inch of vegetable oil for frying the patties . carefully place the patties in the hot oil . when the patties are a beautiful golden color on one side , carefully turn them . place on a paper towel to absorb any excess oil . "
1371,How many actions does it take to process the creamed spinach?,1,"heat a large frying pan with a drizzle of olive oil . place the chopped onion and garlic in the pan to saute . when the onion softens add the creamed spinach to thaw . in a large bowl combine two of the eggs , bread crumbs , crumbled feta cheese and the cooked rice . mix these ingredients together . add the sauteed spinach , onion and garlic to the bowl . place the flour in a shallow bowl and the egg plus a splash of water in another shallow bowl . form the spinach and rice mixture into patties . coat the patty dipping first in the flour and then the egg wash and back in the flour . heat a frying pan with about one inch of vegetable oil for frying the patties . carefully place the patties in the hot oil . when the patties are a beautiful golden color on one side , carefully turn them . place on a paper towel to absorb any excess oil . "
1372,How many times is the shallow bowl used?,2,"heat a large frying pan with a drizzle of olive oil . place the chopped onion and garlic in the pan to saute . when the onion softens add the creamed spinach to thaw . in a large bowl combine two of the eggs , bread crumbs , crumbled feta cheese and the cooked rice . mix these ingredients together . add the sauteed spinach , onion and garlic to the bowl . place the flour in a shallow bowl and the egg plus a splash of water in another shallow bowl . form the spinach and rice mixture into patties . coat the patty dipping first in the flour and then the egg wash and back in the flour . heat a frying pan with about one inch of vegetable oil for frying the patties . carefully place the patties in the hot oil . when the patties are a beautiful golden color on one side , carefully turn them . place on a paper towel to absorb any excess oil . "
1373,How many actions does it take to process the lemon juice?,1,"place the cauliflower florets in single layer in a larger ovenproof dish . toss in the onions . add garlic , lemon juice and pepper to the oil , stir and drizzle evenly cauliflower florets and onion slices . season with salt . bake in the oven at 220'c for about 30 minutes or until done ( fork tines should easily pierce the cauliflower ) and golden - brown on the top . serve as a side dish with meat or with rice , cooked barley or couscous . "
1374,How many times is the fork used?,1,"preheat oven to 375 in a bowl combine all ingredients for the topping . set aside . in a separate microwave safe bowl melt butter . add oats , flour , sugar and cinnamon stirring well to combine . line the bottom of a casserole dish with the apple pear mixture and top it with the rolled oat mixture . bake uncovered for 40 minutes or until top is browned . serve warm "
1375,How many actions does it take to process the butter?,1,"preheat oven to 375 in a bowl combine all ingredients for the topping . set aside . in a separate microwave safe bowl melt butter . add oats , flour , sugar and cinnamon stirring well to combine . line the bottom of a casserole dish with the apple pear mixture and top it with the rolled oat mixture . bake uncovered for 40 minutes or until top is browned . serve warm "
1376,How many actions does it take to process the chili powder?,1,"in a large saucepan , combine tomato juice , undrained garbanzo beans , water , potato , lentils , carrot , bacon pieces , onion , chili powder , and the bouillon powder . bring to boiling . reduce heat . cover and simmer about 30 minutes or until lentils are tender . spoon into bowls . top with sour cream or cheese and sprinkle with snipped chives , if desired . serve with cornbread or tortilla chips , if desired . "
1377,How many actions does it take to process the cheese?,1,"in a large saucepan , combine tomato juice , undrained garbanzo beans , water , potato , lentils , carrot , bacon pieces , onion , chili powder , and the bouillon powder . bring to boiling . reduce heat . cover and simmer about 30 minutes or until lentils are tender . spoon into bowls . top with sour cream or cheese and sprinkle with snipped chives , if desired . serve with cornbread or tortilla chips , if desired . "
1378,How many actions does it take to process the pepper?,1,"put a large pot of salted water on to boil . strip the leaves off the stems of the kale . discard the stems . wash and drain the leaves . when the water is boiling add the kale . stir until the water returns to a boil . cook 5 minutes . scoop the kale out of the water and drain in a colander . do not discard the kale water . allow the kale to to cool briefly and then chop fine . add the pasta to the kale water , cover briefly until the water returns to a boil , then remove the cover , stir and cook 7 minutes or until al dente . while the pasta is cooking , heat the oil to medium heat and lightly fry the pepperoni for a few minutes . remove the pepperoni and set aside . add garlic and shallots over medium heat and cook 5 minutes or until the garlic is toasty . do n't let it get too dark or it will taste bitter . add the pepperoni , tomatoes , and pine nuts , cook another few minutes . when pine nuts are toasty , add chopped kale and cook 2 minutes to meld the flavors . scoop the pasta out of the water directly into the pan with the kale . add 1/2 cup pasta cooking water , and cook , stirring , for 2 minutes . added the grated pecorino . season with salt and pepper . enjoy ! "
1379,How many actions does it take to process the pepperoni?,3,"put a large pot of salted water on to boil . strip the leaves off the stems of the kale . discard the stems . wash and drain the leaves . when the water is boiling add the kale . stir until the water returns to a boil . cook 5 minutes . scoop the kale out of the water and drain in a colander . do not discard the kale water . allow the kale to to cool briefly and then chop fine . add the pasta to the kale water , cover briefly until the water returns to a boil , then remove the cover , stir and cook 7 minutes or until al dente . while the pasta is cooking , heat the oil to medium heat and lightly fry the pepperoni for a few minutes . remove the pepperoni and set aside . add garlic and shallots over medium heat and cook 5 minutes or until the garlic is toasty . do n't let it get too dark or it will taste bitter . add the pepperoni , tomatoes , and pine nuts , cook another few minutes . when pine nuts are toasty , add chopped kale and cook 2 minutes to meld the flavors . scoop the pasta out of the water directly into the pan with the kale . add 1/2 cup pasta cooking water , and cook , stirring , for 2 minutes . added the grated pecorino . season with salt and pepper . enjoy ! "
1380,How many actions does it take to process the cold water?,1,"preheat the oven 200degc/400degf. wash , peel and slice the potatoes using a mandoline . after washing them for two times , let them inside cold water and add some ice cubes . put them on a kitchen towel ( occupy half of the towel ) . cover them with the other half of the kitchen towel and press with your hands to dry them all well . put them on an oven pan covered with parchment paper trying not to overlay them too much . add some dry herbs if you like and spray extra virgin olive oil . bake until colored . add salt after taking them out of the oven . "
1381,How many times is the fork used?,3,"heat 1 tablespoon olive oil and 2 tablespoons of the butter in a pan and add onions . saute until they brown and then turn down heat and continue cooking until they caramelize . stir frequently for about 15 minutes . as onions cook , slice mushrooms , chop garlic and warm the mushroom stock . mix thyme , paprika and garlic and add to onions . add remaining butter and soy sauce and when butter melts , add the mushrooms . add tofu and wine to mushrooms and let cook about 10 minutes . add the heated mushroom stock to sour cream and then add this mixture to pan once mushrooms are cooked . simmer until the sauce is hot and be careful not to boil . add salt and pepper and serve over rice or thick noodles . "
1382,How many actions does it take to process the garlic?,2,"heat 1 tablespoon olive oil and 2 tablespoons of the butter in a pan and add onions . saute until they brown and then turn down heat and continue cooking until they caramelize . stir frequently for about 15 minutes . as onions cook , slice mushrooms , chop garlic and warm the mushroom stock . mix thyme , paprika and garlic and add to onions . add remaining butter and soy sauce and when butter melts , add the mushrooms . add tofu and wine to mushrooms and let cook about 10 minutes . add the heated mushroom stock to sour cream and then add this mixture to pan once mushrooms are cooked . simmer until the sauce is hot and be careful not to boil . add salt and pepper and serve over rice or thick noodles . "
1383,How many actions does it take to process the thick noodle?,1,"heat 1 tablespoon olive oil and 2 tablespoons of the butter in a pan and add onions . saute until they brown and then turn down heat and continue cooking until they caramelize . stir frequently for about 15 minutes . as onions cook , slice mushrooms , chop garlic and warm the mushroom stock . mix thyme , paprika and garlic and add to onions . add remaining butter and soy sauce and when butter melts , add the mushrooms . add tofu and wine to mushrooms and let cook about 10 minutes . add the heated mushroom stock to sour cream and then add this mixture to pan once mushrooms are cooked . simmer until the sauce is hot and be careful not to boil . add salt and pepper and serve over rice or thick noodles . "
1384,How many actions does it take to process the spinach?,1,gently clean the portobello mushrooms and remove the stems . heat a griddle with a few drizzles of olive oil and place the mushrooms on the griddle to grill for about 3 - 4 minutes on each side . remove the mushrooms and set aside . heat a frying pan with a drizzle of olive oil . place the chopped garlic and the frozen creamed spinach . when the creamed spinach has melted add the lemon juice and the creamed cheese . stir until the cream cheese is well incorporated into the spinach . spoon the mixture into the mushrooms evenly and top with fresh ground black pepper . heat the griddle with another drizzle of olive oil and place the stuffed mushrooms back on the griddle . cover the mushrooms loosely and grill for 3 - 4 minutes . 
1385,How many times is the baking sheet used?,1,"preheat oven to 350 degrees f. line cookie sheet with parchment paper . in a medium bowl , combine ground cereal and oats . toss . add agave , oil , vanilla and egg . mix until a thick sticky batter forms . fold in chocolate chips . using 1 round tablespoon , scoop cookie dough onto baking sheets . you should get about 1 dozen or so . bake for approximately 8 minutes until golden around the edges . transfer to a cooling rack immediately . enjoy ! "
1386,How many times is the spoon used?,1,"preheat oven to 350 degrees f. line cookie sheet with parchment paper . in a medium bowl , combine ground cereal and oats . toss . add agave , oil , vanilla and egg . mix until a thick sticky batter forms . fold in chocolate chips . using 1 round tablespoon , scoop cookie dough onto baking sheets . you should get about 1 dozen or so . bake for approximately 8 minutes until golden around the edges . transfer to a cooling rack immediately . enjoy ! "
1387,How many actions does it take to process the oil?,1,"preheat oven to 350 degrees f. line cookie sheet with parchment paper . in a medium bowl , combine ground cereal and oats . toss . add agave , oil , vanilla and egg . mix until a thick sticky batter forms . fold in chocolate chips . using 1 round tablespoon , scoop cookie dough onto baking sheets . you should get about 1 dozen or so . bake for approximately 8 minutes until golden around the edges . transfer to a cooling rack immediately . enjoy ! "
1388,How many actions does it take to process the agave?,1,"preheat oven to 350 degrees f. line cookie sheet with parchment paper . in a medium bowl , combine ground cereal and oats . toss . add agave , oil , vanilla and egg . mix until a thick sticky batter forms . fold in chocolate chips . using 1 round tablespoon , scoop cookie dough onto baking sheets . you should get about 1 dozen or so . bake for approximately 8 minutes until golden around the edges . transfer to a cooling rack immediately . enjoy ! "
1389,How many actions does it take to process the sugar?,1,"cut all the fruits , dates and fig . pour the kiwi crush on it . put all in the freezer section of the fridge to chill . when to serve , put all fruits and the orange juice in a mixer jar , grind to a thick shake or thick juice . serve chilled . add sugar and ice if needed , while grinding .. "
1390,How many actions does it take to process the fruit?,2,"cut all the fruits , dates and fig . pour the kiwi crush on it . put all in the freezer section of the fridge to chill . when to serve , put all fruits and the orange juice in a mixer jar , grind to a thick shake or thick juice . serve chilled . add sugar and ice if needed , while grinding .. "
1391,How many actions does it take to process the salt?,1,"thinly slice the bread . cook together with the chopped onion in the butter with the flour . add the stock , season with salt , pepper and nutmeg and cook for about 20 minutes . strain the soup through a sieve and bring back to the boil . serve with grated cheese . "
1392,How many actions does it take to process the pepper?,1,"thinly slice the bread . cook together with the chopped onion in the butter with the flour . add the stock , season with salt , pepper and nutmeg and cook for about 20 minutes . strain the soup through a sieve and bring back to the boil . serve with grated cheese . "
1393,How many actions does it take to process the cooking oil?,1,"separate the kangkong leaves . wash with water and pat dry . mix the egg , water , cornstarch , flour , salt , and pepper in a large bowl . add the kangkong leaves and mix until all the leaves are coated with the batter . heat cooking oil in a pan . fry the leaves until crispy and golden brown . strain the cooked pieces for excess oil . "
1394,How many actions does it take to process the leave?,2,"separate the kangkong leaves . wash with water and pat dry . mix the egg , water , cornstarch , flour , salt , and pepper in a large bowl . add the kangkong leaves and mix until all the leaves are coated with the batter . heat cooking oil in a pan . fry the leaves until crispy and golden brown . strain the cooked pieces for excess oil . "
1395,How many actions does it take to process the milk?,2,"melt cheese cubes and grated parmesan in milk over low heat , stirring occasionally . when cheese is completely melted , set the sauce aside , season with pepper . in a pan saute the schnitzels for 3 minutes on both sides over low heat . pour the cheese sauce over schnitzels , sprinkle with chopped herbs , cover and cook for 5 minutes on low . serve immediately with rice and green salad . "
1396,How many actions does it take to process the grated parmesan?,2,"melt cheese cubes and grated parmesan in milk over low heat , stirring occasionally . when cheese is completely melted , set the sauce aside , season with pepper . in a pan saute the schnitzels for 3 minutes on both sides over low heat . pour the cheese sauce over schnitzels , sprinkle with chopped herbs , cover and cook for 5 minutes on low . serve immediately with rice and green salad . "
1397,How many actions does it take to process the onion?,1,"heat oven to 350degf. in a food processor or blender grind garbanzo beans , lemon and onion . remove and add flour , wheat germ , parsley , sesame seed , pepper and garlic powder . form into 20 falafel balls . heat oil in a large baking dish , then add falafel and bake 15 minutes , stirring occasionally . "
1398,How many actions does it take to process the flour?,1,"heat oven to 350degf. in a food processor or blender grind garbanzo beans , lemon and onion . remove and add flour , wheat germ , parsley , sesame seed , pepper and garlic powder . form into 20 falafel balls . heat oil in a large baking dish , then add falafel and bake 15 minutes , stirring occasionally . "
1399,How many actions does it take to process the fresh tomato?,1,"saute the onions in a frying pan . clean , chop and mash the fresh tomatoes ( use 2 cans of preserved chopped tomatoes instead ) . mash the garlic cloves in a mortar . mix the tomato mash with the garlic . wash the eggplants . slice them horizontally in slices of 11/2 cm width . butter a square pan and place the aubergine slices . boil the tomato mash with the onions for a while . then , pour the tomato mixture into the eggplant slices . preheat the oven in 200degc and bake for 45 minutes . "
1400,How many times is the oven used?,2,"saute the onions in a frying pan . clean , chop and mash the fresh tomatoes ( use 2 cans of preserved chopped tomatoes instead ) . mash the garlic cloves in a mortar . mix the tomato mash with the garlic . wash the eggplants . slice them horizontally in slices of 11/2 cm width . butter a square pan and place the aubergine slices . boil the tomato mash with the onions for a while . then , pour the tomato mixture into the eggplant slices . preheat the oven in 200degc and bake for 45 minutes . "
1401,How many actions does it take to process the aubergine slice?,3,"saute the onions in a frying pan . clean , chop and mash the fresh tomatoes ( use 2 cans of preserved chopped tomatoes instead ) . mash the garlic cloves in a mortar . mix the tomato mash with the garlic . wash the eggplants . slice them horizontally in slices of 11/2 cm width . butter a square pan and place the aubergine slices . boil the tomato mash with the onions for a while . then , pour the tomato mixture into the eggplant slices . preheat the oven in 200degc and bake for 45 minutes . "
1402,How many times is the large mixing bowl used?,3,"season the chicken with salt and pepper on both sides . make a paste with the sumac and 2 tablespoons of olive oil , and rub the paste into both sides of the chicken . refrigerate the chicken for about 8 hours or overnight . put the onions and the remaining 3 tablespoons of olive oil in a large skillet over medium - high heat . saute the onions , stirring once in a while , until they are limp and turning gold at the edges , around 9 minutes . season with salt . add the garlic and parsley , and cook until fragrant , about 30 seconds . scrape the onions into a large mixing bowl and add the cubed bread . toss . oil a pan large enough to hold the bread in a single layer . scrape in the bread and onions , and spread them out . set the chicken on top of the bread and roast in an oven at 190degc for 1 hour . when done , place the chicken on a cutting board and let it rest for 10 minutes . transfer the bread and onions from the pan into a big salad bowl and let it cool for about 5 minutes . add the cucumbers and tomato , squeeze in the lemon juice , and toss . season with salt and pepper if necessary , add more lemon juice if you want . cut the chicken into quarters and serve with bread salad . "
1403,How many times is the spatula used?,3,"season the chicken with salt and pepper on both sides . make a paste with the sumac and 2 tablespoons of olive oil , and rub the paste into both sides of the chicken . refrigerate the chicken for about 8 hours or overnight . put the onions and the remaining 3 tablespoons of olive oil in a large skillet over medium - high heat . saute the onions , stirring once in a while , until they are limp and turning gold at the edges , around 9 minutes . season with salt . add the garlic and parsley , and cook until fragrant , about 30 seconds . scrape the onions into a large mixing bowl and add the cubed bread . toss . oil a pan large enough to hold the bread in a single layer . scrape in the bread and onions , and spread them out . set the chicken on top of the bread and roast in an oven at 190degc for 1 hour . when done , place the chicken on a cutting board and let it rest for 10 minutes . transfer the bread and onions from the pan into a big salad bowl and let it cool for about 5 minutes . add the cucumbers and tomato , squeeze in the lemon juice , and toss . season with salt and pepper if necessary , add more lemon juice if you want . cut the chicken into quarters and serve with bread salad . "
1404,How many actions does it take to process the sumac?,1,"season the chicken with salt and pepper on both sides . make a paste with the sumac and 2 tablespoons of olive oil , and rub the paste into both sides of the chicken . refrigerate the chicken for about 8 hours or overnight . put the onions and the remaining 3 tablespoons of olive oil in a large skillet over medium - high heat . saute the onions , stirring once in a while , until they are limp and turning gold at the edges , around 9 minutes . season with salt . add the garlic and parsley , and cook until fragrant , about 30 seconds . scrape the onions into a large mixing bowl and add the cubed bread . toss . oil a pan large enough to hold the bread in a single layer . scrape in the bread and onions , and spread them out . set the chicken on top of the bread and roast in an oven at 190degc for 1 hour . when done , place the chicken on a cutting board and let it rest for 10 minutes . transfer the bread and onions from the pan into a big salad bowl and let it cool for about 5 minutes . add the cucumbers and tomato , squeeze in the lemon juice , and toss . season with salt and pepper if necessary , add more lemon juice if you want . cut the chicken into quarters and serve with bread salad . "
1405,How many actions does it take to process the almond flour?,1,"cream together coconut oil and brown sugar . then add apple sauce and vinegar . fold in baking mix and russian mulling spice until dampened . mixture will be very thick . stir in almond flour , apples and raisins . drop by tablespoon 2 inches apart on a lightly parchment lined sheet . bake 12 to 16 minutes in a 350 degree f oven . let cool slightly , remove from cookie sheet . "
1406,How many actions does it take to process the apple?,1,"cream together coconut oil and brown sugar . then add apple sauce and vinegar . fold in baking mix and russian mulling spice until dampened . mixture will be very thick . stir in almond flour , apples and raisins . drop by tablespoon 2 inches apart on a lightly parchment lined sheet . bake 12 to 16 minutes in a 350 degree f oven . let cool slightly , remove from cookie sheet . "
1407,How many times is the paper towel used?,1,"for this batter , good quality , light - colored beers work best . the flavor of dark beers is too strong . cut halibut into 1-inch - thick chunks . heat oil in a deep - fat fryer to 375 degf. make batter by combining remaining ingredients . dip the halibut into the batter and drop the pieces into the hot oil a few at a time . cook the fish chunks until the batter is golden brown ~ just a few minutes . halibut overcooks easily , so try not to overdo it . remove the fish pieces from the oil and drain on paper towels ; serve piping hot with your favorite accompaniments . "
1408,How many actions does it take to process the tomato?,1,"halve eggplants lengthways . place eggplants in a lightly oiled roasting tin . drizzle with olive oil , garlic , thyme , and salt . cover with foil and bake in a preheated ( 350degf ) oven for 45 minutes . increase temperature to ( 400degf ) . drizzle eggplants with half the extra oil and bake , uncovered , for 15 minutes , or until golden brown . to serve top with tomatoes , drizzle with remaining oil and lemon juice , sprinkle with salt and pepper . "
1409,How many times is the cutting board used?,2,"halve eggplants lengthways . place eggplants in a lightly oiled roasting tin . drizzle with olive oil , garlic , thyme , and salt . cover with foil and bake in a preheated ( 350degf ) oven for 45 minutes . increase temperature to ( 400degf ) . drizzle eggplants with half the extra oil and bake , uncovered , for 15 minutes , or until golden brown . to serve top with tomatoes , drizzle with remaining oil and lemon juice , sprinkle with salt and pepper . "
1410,How many times is the knife used?,2,"halve eggplants lengthways . place eggplants in a lightly oiled roasting tin . drizzle with olive oil , garlic , thyme , and salt . cover with foil and bake in a preheated ( 350degf ) oven for 45 minutes . increase temperature to ( 400degf ) . drizzle eggplants with half the extra oil and bake , uncovered , for 15 minutes , or until golden brown . to serve top with tomatoes , drizzle with remaining oil and lemon juice , sprinkle with salt and pepper . "
1411,How many times is the lid used?,1,"put meat , water , and onions in a heavy soup kettle . cover and bring to a boil over high heat . reduce heat to low and simmer for 3 hours . remove meat , let cool , and discard bones , returning meat to pot . stir in remaining vegetables and simmer , partially covered for 1 1/2 hours . season with salt and pepper . "
1412,How many actions does it take to process the onion?,2,"put meat , water , and onions in a heavy soup kettle . cover and bring to a boil over high heat . reduce heat to low and simmer for 3 hours . remove meat , let cool , and discard bones , returning meat to pot . stir in remaining vegetables and simmer , partially covered for 1 1/2 hours . season with salt and pepper . "
1413,How many actions does it take to process the oil?,1,"boil together the coconut water , pandan leaves and sugar until sugar dissolves completely and mixture thickens . remove the pandan leaves ( if using ) and add the vanilla extract . grate the coconut meat and cook in a pan with a little oil until it turns slightly brown . add syrup and thicken with a little flour or cornstarch diluted in equal parts water keep stirring so that syrup coats the coconut completely , mixture thickens and bukayo gets cooked completely . when cooked , transfer bukayo to a bowl . form into small balls while hot . use plastic wrap or wax paper to cushion your hands from the hot bukayo . "
